timestamp,Open,High,Low,Close,Volume
2022-06-21,172.0555386264183,178.04240731223857,170.983265876444,177.9977264404297,36660
2022-06-22,180.74987031568799,187.39350711924337,177.95301457082957,184.5207061767578,179480
2022-06-23,181.08051879276343,184.7441321884655,176.7958862628138,177.3722381591797,104360
2022-06-24,174.6021553628075,177.95301566507237,172.9043915968675,174.24473571777344,69200
2022-06-27,174.6915722731134,180.94651347982332,174.5575432725598,177.8637237548828,103660
2022-06-28,176.56801292142546,183.5601390327149,175.33936408403738,183.4037628173828,168900
2022-06-29,184.16331402082903,186.44188844469352,182.56382883889827,183.18038940429688,198140
2022-06-30,192.56280904438665,196.89659465540933,192.11602758488692,196.04769897460938,300420
2022-07-01,191.22250310945319,191.80331366969435,186.97807839090223,190.2395782470703,231660
2022-07-05,190.37359704312337,191.08845015942023,178.7125973397658,179.52127075195312,217080
2022-07-06,181.97406916884935,183.00167462840517,179.1593516418178,180.67840576171875,81080
2022-07-07,179.7402019838201,180.05295450507467,166.33675623902545,166.60482788085938,124280
2022-07-08,170.49181385679586,171.78747740940895,164.54961204907727,167.2303009033203,78620
2022-07-11,177.0148184479986,179.07000223932184,175.51809784238785,177.3722381591797,133760
2022-07-12,182.73361162076776,187.91627912716962,181.2324325051592,187.46949768066406,203760
2022-07-13,190.23960210811848,191.4012370089912,180.99123105799623,184.2527313232422,176560
2022-07-14,183.62722714683906,184.4269699830268,172.4576877826761,174.60223388671875,117140
2022-07-15,171.74278262847986,174.69154285631683,169.77694702148438,169.77694702148438,85380
2022-07-18,161.42211814968826,168.29809060150316,157.1776947502035,166.5601043701172,160880
2022-07-19,161.24337460980294,163.2092096780495,150.3419131998141,152.39710998535156,201060
2022-07-20,149.4930242441371,152.38815831361077,146.94636540518306,150.69932556152344,206000
2022-07-21,157.17768617874768,159.2328832817794,153.4694061279297,153.4694061279297,198620
2022-07-22,151.19084210281693,158.19637206610219,149.93985947890457,158.07127380371094,144320
2022-07-25,162.36041420157267,164.90707451646313,161.77960363451604,162.9412384033203,126600
2022-07-26,169.9556680157881,171.47472228287057,168.92807609135568,170.22373962402344,125960
2022-07-27,167.00697380954674,167.05165470108244,152.14702553619068,154.27369689941406,129640
2022-07-28,152.17373616421511,154.8499521865806,145.49434928084216,147.43785095214844,172860
2022-07-29,148.46549823346328,149.62713294832514,144.7125360763398,146.72305297851562,115440
2022-08-01,151.9056904368157,153.64813533547695,149.44839250327897,153.02264404296875,131780
2022-08-02,154.13963529894866,154.89916939052998,149.8192516957982,153.33543395996094,72000
2022-08-03,150.83344444766615,151.28022596935077,148.91227572360827,149.53778076171875,81660
2022-08-04,152.97796095218163,156.59689331054688,151.6376166442454,156.59689331054688,68040
2022-08-05,152.2631457257812,154.1843145582169,149.80584721789353,152.75460815429688,61900
2022-08-08,145.06997676194396,147.01346562379413,143.77429934112246,146.23159790039062,77260
2022-08-09,150.11857994531113,152.84394974863702,150.06049617032969,151.63763427734375,71600
2022-08-10,144.17639620099015,148.59058598919438,143.9708668930201,147.83999633789062,86520
2022-08-11,141.2722613115875,144.9805408786469,139.57448408504868,144.04229736328125,113960
2022-08-12,146.41028882109433,147.03578013356505,143.63576615788634,143.90830993652344,94400
2022-08-15,144.7125161569261,145.65075997573203,143.72960509863915,145.6060791015625,39180
2022-08-16,146.00820188699342,147.46024189267834,145.11463880657195,145.91885375976562,58380
2022-08-17,148.06336455765575,150.34195259887028,147.52723501746175,150.29727172851562,107260
2022-08-18,148.510185495792,150.29731170785857,148.385087206335,149.58245849609375,70620
2022-08-19,161.46682919246166,164.10283727992467,160.75197607517785,163.2092742919922,128800
2022-08-22,164.05816870383498,165.71125203725046,161.33279888587117,164.99639892578125,131360
2022-08-23,161.73489787174472,162.22636023309943,159.56800493851424,160.70730590820312,73440
2022-08-24,161.73494568725928,162.22640819391052,158.25898524522466,159.50103759765625,52320
2022-08-25,160.48391516528636,162.092317606536,159.32228057518134,160.70730590820312,40300
2022-08-26,159.09889247550961,169.44188131745537,158.78613997635455,168.92808532714844,275520
2022-08-29,173.48526630377162,173.7980188352434,169.59827509161263,172.23428344726562,191560
2022-08-30,169.8216135882816,177.77431708818744,169.06207975118082,174.1107177734375,206120
2022-08-31,170.35773112641067,174.64683501036515,169.1961104708001,171.2959747314453,122100
2022-09-01,173.4851948201678,177.7296176957882,172.8731065449174,174.73619079589844,156800
2022-09-02,169.5088611530786,175.8084816467745,168.61529834928305,174.1107177734375,112460
