timestamp,Open,High,Low,Close,Volume
2025-09-20 11:00:00+00:00,4467.01171875,4473.18798828125,4466.44091796875,4472.25634765625,0
2025-09-20 12:00:00+00:00,4472.26123046875,4472.97998046875,4466.11376953125,4468.0498046875,0
2025-09-20 13:00:00+00:00,4467.24560546875,4473.0986328125,4466.2294921875,4470.666015625,0
2025-09-20 14:00:00+00:00,4470.42041015625,4496.20458984375,4466.91650390625,4491.27734375,0
2025-09-20 15:00:00+00:00,4492.50390625,4508.326171875,4490.52099609375,4499.91162109375,0
2025-09-20 16:00:00+00:00,4499.96728515625,4509.56494140625,4494.03076171875,4504.37646484375,0
2025-09-20 17:00:00+00:00,4504.7197265625,4504.7197265625,4474.19921875,4487.81787109375,595927040
2025-09-20 18:00:00+00:00,4488.68994140625,4488.76318359375,4477.72216796875,4478.48095703125,0
2025-09-20 19:00:00+00:00,4476.72216796875,4487.6142578125,4475.85009765625,4482.5419921875,0
2025-09-20 20:00:00+00:00,4481.6474609375,4489.12744140625,4481.4130859375,4488.4677734375,0
2025-09-20 21:00:00+00:00,4486.57763671875,4502.01953125,4486.57763671875,4492.4677734375,8923136
2025-09-20 22:00:00+00:00,4493.5244140625,4496.84033203125,4491.333984375,4496.263671875,0
2025-09-20 23:00:00+00:00,4494.80615234375,4494.80615234375,4482.1416015625,4482.19775390625,0
2025-09-21 00:00:00+00:00,4482.16796875,4490.93505859375,4476.9169921875,4489.0556640625,0
2025-09-21 01:00:00+00:00,4488.49951171875,4490.4619140625,4482.24951171875,4482.65869140625,0
2025-09-21 02:00:00+00:00,4483.86767578125,4488.4638671875,4464.0205078125,4481.228515625,0
2025-09-21 03:00:00+00:00,4481.35693359375,4481.35693359375,4476.01416015625,4479.15625,24602624
2025-09-21 04:00:00+00:00,4480.1494140625,4480.61962890625,4472.2001953125,4474.24755859375,897159168
2025-09-21 05:00:00+00:00,4473.50048828125,4480.42236328125,4470.4072265625,4479.1181640625,0
2025-09-21 06:00:00+00:00,4480.15234375,4493.61767578125,4480.15234375,4488.06640625,129824768
2025-09-21 07:00:00+00:00,4488.29345703125,4488.29345703125,4479.91650390625,4480.00830078125,0
2025-09-21 08:00:00+00:00,4480.49169921875,4481.9716796875,4469.9814453125,4471.99755859375,32815104
2025-09-21 09:00:00+00:00,4472.21435546875,4475.14453125,4450.212890625,4469.8525390625,457437184
2025-09-21 10:00:00+00:00,4468.6748046875,4470.873046875,4460.9580078125,4461.875,0
2025-09-21 11:00:00+00:00,4461.38720703125,4468.70556640625,4460.3076171875,4463.2255859375,795979776
2025-09-21 12:00:00+00:00,4463.068359375,4474.04736328125,4462.95166015625,4470.904296875,109654016
2025-09-21 13:00:00+00:00,4471.05517578125,4481.34765625,4470.515625,4477.5302734375,194965504
2025-09-21 14:00:00+00:00,4477.52734375,4484.21728515625,4474.5576171875,4476.40576171875,0
2025-09-21 15:00:00+00:00,4475.67578125,4488.1962890625,4474.93505859375,4485.45947265625,773560320
2025-09-21 16:00:00+00:00,4485.4404296875,4489.65283203125,4468.63525390625,4473.29296875,285466624
2025-09-21 17:00:00+00:00,4478.30615234375,4494.9365234375,4470.79638671875,4494.02001953125,0
2025-09-21 18:00:00+00:00,4494.177734375,4497.8408203125,4487.375,4497.8408203125,0
2025-09-21 19:00:00+00:00,4498.76171875,4498.76171875,4481.56201171875,4496.6953125,59410432
2025-09-21 20:00:00+00:00,4496.4951171875,4496.95263671875,4480.7861328125,4481.74951171875,897619968
2025-09-21 21:00:00+00:00,4480.40625,4480.40625,4470.3193359375,4474.71875,0
2025-09-21 22:00:00+00:00,4474.173828125,4477.83642578125,4451.5869140625,4470.59423828125,420331520
2025-09-21 23:00:00+00:00,4469.50244140625,4469.50244140625,4447.1611328125,4451.93994140625,437755904
2025-09-22 00:00:00+00:00,4447.82666015625,4456.36474609375,4334.0966796875,4346.8388671875,2964068352
2025-09-22 01:00:00+00:00,4341.43994140625,4352.64453125,4330.2646484375,4330.873046875,367286272
2025-09-22 02:00:00+00:00,4330.75439453125,4340.00146484375,4286.45703125,4292.302734375,3574097920
2025-09-22 03:00:00+00:00,4293.19091796875,4309.1796875,4293.19091796875,4308.1494140625,3578308608
2025-09-22 04:00:00+00:00,4308.03662109375,4311.658203125,4292.02783203125,4292.02783203125,0
2025-09-22 05:00:00+00:00,4292.55712890625,4298.41259765625,4282.91845703125,4283.6552734375,1667631104
2025-09-22 06:00:00+00:00,4182.76904296875,4203.091796875,4103.6103515625,4194.837890625,7563632640
2025-09-22 07:00:00+00:00,4195.05908203125,4220.654296875,4190.294921875,4197.7333984375,4046336000
2025-09-22 08:00:00+00:00,4196.52734375,4207.7001953125,4192.294921875,4199.24609375,1650696192
